序号与项目,检查点,原文关键词,解析关键词,原文短证据,解析短证据,Codex预检,人工结论,人工意见
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节, 4.6 VOCs 治理设施应与生产工艺设备同 步运行，VOCs 治理设施发生故障或 检修时，对应的生产工艺设备应停止 运行，待检修完毕后同步投入使用；, 4.6 VOCs 治理设施应与生产工艺设备同 步运行，VOCs 治理设施发生故障或 检修时，对应的生产工艺设备应停止 运行，待检修完毕后同步投入使用；,关键词已对应，待人工核验数值与字段归属,,
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,源强与定量核算,污染源强、产生量、排放量,污染源强、产生量、排放量,时， 建设 VOCs 处理设施且处理效率≥ 80%；b）厂区内无组织排放监控点 NMHC 的小时平均浓度值不超过 6 mg/m3，任意一次浓度值不超过 ,时， 建设 VOCs 处理设施且处理效率≥ 80%；b）厂区内无组织排放监控点 NMHC 的小时平均浓度值不超过 6 mg/m3，任意一次浓度值不超过 ,关键词已对应，待人工核验数值与字段归属,,
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,炭吸附”装置处理后引至 17m 排气筒 G1 高空排放。 符合 2、《广东省大气污染防治条例》（2022 年修订版） 2.1 第十七条 珠江三角洲区域禁,炭吸附”装置处理后引至 17m 排气筒 G1 高空排放。 符合 2、《广东省大气污染防治条例》（2022 年修订版） 2.1 第十七条 珠江三角洲区域禁,关键词已对应，待人工核验数值与字段归属,,
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,方资质佐证材 料。 企业严格执行危险废物转移计 划报批、依法建立危险废物转移 联单，并通过信息系统登记转移 计划和电子转移联单。 符合 4.8 建立废气,方资质佐证材 料。 企业严格执行危险废物转移计 划报批、依法建立危险废物转移 联单，并通过信息系统登记转移 计划和电子转移联单。 符合 4.8 建立废气,关键词已对应，待人工核验数值与字段归属,,
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,26-2001） 第一类污染物的排放标准后纳入园区污水 管道送工业园污水处理厂处理。本园区应 按照《报告书》拟定的入园企业类别引进 企业项目，并应避免引,26-2001） 第一类污染物的排放标准后纳入园区污水 管道送工业园污水处理厂处理。本园区应 按照《报告书》拟定的入园企业类别引进 企业项目，并应避免引,关键词已对应，待人工核验数值与字段归属,,
046_佛山市顺德区华祥坤工艺电器有限公司扩建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,.......... 44 五、环境保护措施监督检查清单 ...............................................,.......... 44 五、环境保护措施监督检查清单 ...............................................,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,项目基本情况,建设项目名称、建设地点、总投资,建设项目名称、建设地点、总投资, 1 — 一、建设项目基本情况 建设项目名称 广东希睿思汽车零部件有限公司新建项目 项目代码 无 建设单位联系人 胡贤龙 联系方式 1388619649, 1 — 一、建设项目基本情况 建设项目名称 广东希睿思汽车零部件有限公司新建项目 项目代码 无 建设单位联系人 胡贤龙 联系方式 1388619649,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,产品与产量,主要产品、产品名称、年产,主要产品、产品名称、年产,区北部，建筑面积约 5m2 2、主要产品及产能 表 2-2 项目主要产品产量表 序号 主要产品名称 单位 年产 量 产品照片 备注 1 双面胶带 万件/,区北部，建筑面积约 5m2 2、主要产品及产能 表 2-2 项目主要产品产量表 序号 主要产品名称 单位 年产 量 产品照片 备注 1 双面胶带 万件/,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,原辅材料,原辅材料、原料名称、辅料,原辅材料、原料名称、辅料,储罐、储库、料仓中。 项目使用的原辅材料聚醚多元醇、多亚 甲基多苯基异氰酸酯、水性胶和固化剂 均为液体物料，均使用密闭容器储存在 厂内。厂房为已建成工业,储罐、储库、料仓中。 项目使用的原辅材料聚醚多元醇、多亚 甲基多苯基异氰酸酯、水性胶和固化剂 均为液体物料，均使用密闭容器储存在 厂内。厂房为已建成工业,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,生产设备,主要生产设备、设备名称、生产设施,主要生产设备、设备名称、生产设施,备及设施详见下表： 表 2-3 主要生产设备一览表 序号 设备 规格参数 数量 单位 工艺 位置 1 胶带裁切机 / 6 台 双面胶带裁切 双面胶带和吸,备及设施详见下表： 表 2-3 主要生产设备一览表 序号 设备 规格参数 数量 单位 工艺 位置 1 胶带裁切机 / 6 台 双面胶带裁切 双面胶带和吸,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,工艺与产污,工艺流程、生产工艺、产污环节,工艺流程、生产工艺、产污环节,禁止和许可事项；项目生产产品、 生产工艺和生产设备均不属于《产业结构调整指导目录（2024 年本）》（国家发展和 改革委员会令第 7 号，2024 年 ,禁止和许可事项；项目生产产品、 生产工艺和生产设备均不属于《产业结构调整指导目录（2024 年本）》（国家发展和 改革委员会令第 7 号，2024 年 ,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,源强与定量核算,产生量、排放量、收集效率,产生量、排放量、收集效率,......71 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 大气环境保护目标分布图 附图 3 声环境保护目标分布图 附图 4 项目,......71 建设项目污染物排放量汇总表 附图 1 项目地理位置图 附图 2 大气环境保护目标分布图 附图 3 声环境保护目标分布图 附图 4 项目,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,废气治理,废气治理、废气收集、活性炭,废气治理、废气收集、活性炭,部气体收集，废气排至 VOCs 废气收集处理系统。 聚醚多元醇、多亚甲基多苯基异氰酸酯 均通过密闭管道输送至浇注枪头使用， 水性胶和固化剂通过密闭管道输,部气体收集，废气排至 VOCs 废气收集处理系统。 聚醚多元醇、多亚甲基多苯基异氰酸酯 均通过密闭管道输送至浇注枪头使用， 水性胶和固化剂通过密闭管道输,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,固废与危险废物,危险废物、固体废物、危废暂存,危险废物、固体废物、危废暂存,控要求。 — 7 — 项目产生的危险废物拟定期委托有相应类型危险废物处理资质的单位进行收集处 理，并通过信息系统登记转移计划和电子转移联单，符合危险废物,第12页 — 7 — 项目产生的危险废物拟定期委托有相应类型危险废物处理资质的单位进行收集处 理，并通过信息系统登记转移计划和电子转移联单，符合危险废物,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,总量与执行标准,总量控制、总量指标、执行标准,总量控制、总量指标、执行标准,印发《顺德区重点行业挥发性有机物总量指标管理工作方 案（2024 年修订）》的通知 3.1 全区建设项目新增 VOCs 排放量施行“减二增 一”政策。 ,印发《顺德区重点行业挥发性有机物总量指标管理工作方 案（2024 年修订）》的通知 3.1 全区建设项目新增 VOCs 排放量施行“减二增 一”政策。 ,关键词已对应，待人工核验数值与字段归属,,
047_广东希睿思汽车零部件有限公司新建项目_01_受理公告或公示版,监督检查清单,环境保护措施监督检查清单、监督检查清单,环境保护措施监督检查清单、监督检查清单,...........37 五、环境保护措施监督检查清单................................................,...........37 五、环境保护措施监督检查清单................................................,关键词已对应，待人工核验数值与字段归属,,
